"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1700028E10Rik",0.412968862311074,2.13005116280399,4.90807149103583,0.433989432854503,0.664296114627929,NA
"1700028J19Rik",4.03197803835428,-0.124041295132079,1.20675043738902,-0.10278951744195,0.91813002506408,0.941726677746028
"1700028K03Rik",4.48451668409376,0.718144392001983,1.17991779181238,0.608639345033433,0.542763519245407,0.627849539360577
"1700029F09Rik",526.522835321602,-0.524829739325214,0.101543239866231,-5.16853450822137,2.3593672886991e-07,7.53895388921028e-07
"1700029G01Rik",22.6792778633043,0.753850425321183,0.490334876657885,1.5374195497971,0.124190601996101,0.185709278028413
"1700029H14Rik",0.50526374751086,-0.320390969275141,4.61908539839738,-0.069362426030552,0.944701136540453,NA
"1700029I15Rik",1.9009530404386,1.57922172165468,2.01930936510484,0.782060316732445,0.434179126803581,0.527795480164863
"1700029J03Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1700029J07Rik",4.93133305111541,1.49735127867037,1.14486097051828,1.3078891823804,0.190910899167203,0.269204742335655
"1700029J11Rik",0.298779316355323,-1.7132220615256,4.97487772502301,-0.344374707524631,0.730564507405495,NA
"1700029M20Rik",0.639661401572208,0.750555798272053,3.98567053237707,0.188313557825468,0.850630857877293,NA
